# UV absorption spectrum of anthracene in cyclohexane
# Data downloaded from http://omlc.org/spectra/PhotochemCAD/html/022.html
620.00000	0.00097
619.75000	0.00350
619.50000	0.00087
619.25000	0.00373
619.00000	0.00106
618.75000	0.00231
618.50000	0.00266
618.25000	0.00512
618.00000	-0.00157
617.75000	0.00023
617.50000	0.00402
617.25000	0.00177
617.00000	0.00295
616.75000	0.00109
616.50000	0.00309
616.25000	0.00218
616.00000	0.00061
615.75000	0.00344
615.50000	0.00088
615.25000	0.00320
615.00000	0.00197
614.75000	0.00262
614.50000	0.00011
614.25000	0.00187
614.00000	0.00179
613.75000	0.00378
613.50000	-0.00155
613.25000	0.00130
613.00000	0.00053
612.75000	0.00249
612.50000	0.00083
612.25000	-0.00080
612.00000	0.00566
611.75000	0.00200
611.50000	0.00062
611.25000	0.00150
611.00000	0.00249
610.75000	0.00054
610.50000	0.00207
610.25000	0.00168
610.00000	-0.00006
609.75000	0.00404
609.50000	0.00169
609.25000	0.00331
609.00000	0.00178
608.75000	0.00214
608.50000	0.00062
608.25000	0.00297
608.00000	0.00072
607.75000	0.00321
607.50000	0.00255
607.25000	-0.00081
607.00000	0.00145
606.75000	0.00216
606.50000	0.00187
606.25000	0.00230
606.00000	0.00083
605.75000	0.00183
605.50000	0.00195
605.25000	0.00396
605.00000	0.00172
604.75000	0.00378
604.50000	0.00271
604.25000	0.00056
604.00000	0.00198
603.75000	0.00071
603.50000	0.00262
603.25000	0.00254
603.00000	0.00212
602.75000	0.00107
602.50000	0.00272
602.25000	0.00143
602.00000	0.00011
601.75000	0.00191
601.50000	0.00206
601.25000	0.00076
601.00000	0.00240
600.75000	0.00318
600.50000	0.00151
600.25000	0.00136
600.00000	0.00004
599.75000	0.00149
599.50000	0.00235
599.25000	-0.00019
599.00000	0.00231
598.75000	0.00080
598.50000	0.00052
598.25000	0.00011
598.00000	0.00036
597.75000	0.00253
597.50000	0.00206
597.25000	0.00133
597.00000	0.00114
596.75000	0.00196
596.50000	0.00339
596.25000	0.00080
596.00000	0.00131
595.75000	0.00153
595.50000	0.00241
595.25000	0.00237
595.00000	0.00217
594.75000	0.00201
594.50000	0.00190
594.25000	0.00179
594.00000	0.00176
593.75000	0.00209
593.50000	0.00105
593.25000	0.00110
593.00000	0.00244
592.75000	0.00232
592.50000	0.00119
592.25000	0.00252
592.00000	0.00141
591.75000	0.00151
591.50000	0.00230
591.25000	0.00316
591.00000	0.00254
590.75000	0.00095
